Repository,Stars,Forks,Open Issues,Total Issues,Last Updated,Primary Language,Contributors
RizeLabs/sp1-verifier,1,0,0,0,2024-05-11,Rust,1
makiv2/TTM4905-Code,1,0,2,25,2024-07-28,Rust,2
NebraZKP/test-zkvm,1,2,0,0,2024-08-02,Rust,1
m-kus/sp1-bn254-benchmark,1,0,0,0,2024-06-10,Rust,1
semiotic-ai/uniswap-v4-hookathon,1,1,0,7,2024-09-10,Rust,3
merembablas/zktransaction,1,0,0,0,2024-10-24,Rust,1
risc0/zkvm-compare,1,1,0,1,2024-06-14,Rust,1
neotheprogramist/zkps,1,0,0,0,2024-09-09,Rust,1
guelowrd/zik-zak-zoo-SP1,1,0,0,0,2024-09-10,Rust,1
fjchen7/sp1-recursive,1,0,0,0,2024-05-30,Rust,1
0xVikasRushi/bls-sp1-test,1,0,0,0,2024-10-15,Rust,3
puma314/gas-golf,1,0,0,0,2024-10-04,Rust,1
mm-zk/milano,1,0,0,2,2024-09-03,Solidity,1
0xkanekiken/zk-option-pricer,0,1,0,0,2024-07-13,Rust,1
staaason/sp1-aptos,0,0,0,0,2024-10-09,Rust,1
yuwen01/wasm-exps,0,0,0,0,2024-08-28,Rust,1
kidneyweakx/gohan-layer,0,0,0,0,2024-05-04,TypeScript,2
RiemaLabs/sp1-nuport,0,0,0,1,2024-09-02,Rust,2
pp-pal/sp1-tester,0,0,0,0,2024-02-29,Rust,1
eugenioclrc/aligned-hackaton-game,0,0,0,1,2024-10-27,JavaScript,2
kamuikatsurgi/sp1-addition,0,0,0,0,2024-11-05,Rust,1
Sofianel5/tmrnewsp1,0,1,0,0,2024-09-14,Rust,1
jonas089/sp1-ecdsa,0,0,0,0,2024-10-04,Rust,1
yourbuddyconner/zk-timeseries,0,0,0,0,2024-09-26,Rust,1
paulgoleary/mdl-sp1-poc,0,0,0,0,2024-09-23,Rust,1
ultraspicy/fibonacci,0,0,0,0,2024-10-25,Rust,2
dhruv2981/PolyGuard,0,0,0,0,2024-10-29,Rust,1
fahimahmedx/zk-passport,0,0,0,0,2024-08-17,Rust,1
parajuliswopnil/plonk-verifier-sp1,0,0,0,0,2024-06-07,Rust,1
bukamanusiabiasa/alighned-ralph,0,0,0,1,2024-10-09,Rust,1
Shivannsh/sp1-dkim,0,0,0,0,2024-10-17,Rust,1
Leouarz/avail-sp1,0,0,0,0,2024-05-25,Rust,1
gl-zkPass/zkpass-sdk,0,0,3,95,2024-09-18,TypeScript,14
mw2000/sp1-zk-email,0,0,0,0,2024-08-25,Rust,1
jonas089/sha256-zk-benchmark,0,0,0,0,2024-09-02,Rust,1
0xWOLAND/revm-bn254-benchmark,0,0,0,0,2024-05-25,Rust,1
rotcivegaf/aligned-hackathon,0,0,0,0,2024-10-29,Rust,1
ngmisl/sp1-age-zkpf,0,0,3,4,2024-05-20,Rust,2
omurovec/sp1-sha256,0,0,0,0,2024-02-22,Rust,1
repository-warehouse/sp1-aggregation-example,0,0,0,0,2024-08-23,Rust,1
Lynette7/cross-chain-verification-system,0,0,0,0,2024-11-17,Solidity,1
1999321/learnSP1,0,0,0,0,2024-10-24,Solidity,1
fluencelabs/randomx-4-sp1,0,0,0,0,2024-10-28,Rust,1
EspressoSystems/zkrollup-integration,0,0,15,78,2024-09-30,Rust,5
ultraspicy/attested-image,0,0,0,0,2024-09-14,Assembly,2
armanthepythonguy/ZKML-SP1-LinearRegression,0,0,0,0,2024-03-14,Jupyter Notebook,1
nikkolasg/sp1_play,0,0,0,0,2024-07-16,Solidity,1
MatteoMer/2ddoc-sp1,0,0,0,0,2024-11-17,Rust,1
gkigiermo/sp1-lwe-lr-proof-example,0,0,0,0,2024-08-29,Rust,8
akalmykov/btc_sp1,0,0,0,0,2024-05-02,Rust,2
bitful-pannul/CHATELF,0,0,0,0,2024-02-28,Rust,2
kevincharm/sp1-weighted-raffle,0,0,0,0,2024-07-31,Rust,1
xavierdmello/sp1-pay,0,0,0,0,2024-08-15,HTML,1
Electron-Labs/quantum-demo,0,0,0,0,2024-11-08,Assembly,2
hollow-leaf/goten,0,0,0,0,2024-05-17,TypeScript,2
lambdaclass/sp1-fibonacci-groth16,0,0,0,0,2024-05-08,Rust,1
reclaimprotocol/sp1-chacha,0,0,0,0,2024-10-01,Rust,1
succinctlabs/sp1-keccak-preimage,0,0,1,1,2024-07-09,Rust,1
Bisht13/sp1-recursive-plonk,0,1,1,1,2024-08-14,Rust,1
0xWOLAND/sp1-milagro-profile,0,0,0,0,2024-06-18,Rust,1
neokry/sp1-sigs,0,0,0,0,2024-05-22,Solidity,2
altergui/sp1-hello-world,0,0,0,0,2024-10-01,Rust,1
KinetexNetwork/utreexo,0,0,0,0,2024-11-13,Jupyter Notebook,1
zkzoomer/zkauction,0,0,0,0,2024-10-29,Rust,1
tadad/kinode-sp1-prove,0,0,0,0,2024-02-19,Rust,1
asladeofgreen/learnings,0,0,0,0,2024-09-15,Rust,1
devvspaces/zk-e2e-chat,0,0,0,0,2024-10-29,Solidity,1
ayushsingh82/HyperNexa,0,1,0,0,2024-05-18,JavaScript,2
yanuar-ar/succint-reclaim,0,0,0,0,2024-10-19,Rust,1
tohrnii/zk-mamba,0,0,0,0,2024-03-06,Rust,1
Shivannsh/ZKAttestify-Sp1-verifier,0,0,0,0,2024-11-01,Rust,2
altergui/arbo-sandbox,0,0,0,0,2024-11-04,Rust,1
FuelLabs/prover-poc,0,1,0,0,2024-10-18,Rust,1
anylots/sp1-evm,0,0,0,0,2024-08-29,Rust,1
Akagi201/sp1-workshop,0,0,0,0,2024-02-15,Rust,1
HerodotusDev/eth-essential-rs,0,0,0,1,2024-10-08,Rust,1
nick1udwig/kinode-prove-fib,0,0,1,1,2024-02-15,Rust,1
TomTaehoonKim/sp1-zeth,0,0,0,0,2024-07-16,Rust,4
Shivannsh/ZkAttestify-Sp1,0,0,0,0,2024-10-31,Rust,2
hololite/hello-world,0,0,0,0,2024-02-21,Rust,1
bdonyan/SP1_ZKP_Project,0,0,0,0,2024-05-23,Rust,1
essential-contributions/fraud-proofs,0,0,0,0,2024-09-25,Rust,1
pjol/mdl-sp1-poc,0,0,0,0,2024-10-09,Rust,2
petarvujovic98/raiko,0,0,0,0,2024-04-29,Rust,17
MicaiahReid/txtx-demos,0,0,0,0,2024-09-12,Solidity,1
zemse/sp1-revm-playground,0,0,0,0,2024-07-23,Rust,1
color-typea/sp1-lido-accounting-zk,0,0,0,1,2024-11-09,Rust,1
1999321/learnSP1Example,0,0,0,0,2024-10-24,Makefile,1
flyingnobita/sp1-keccak-compare,0,0,0,0,2024-10-24,Rust,1
sota-zk-labs/tahm-kench,0,0,3,6,2024-11-05,Rust,3
manasbir/sp1-proof-of-weeb,0,0,0,2,2024-10-02,TypeScript,1
larry-lime/zk-benchmark2,0,0,0,0,2024-11-02,Rust,3
xiyu1984/sp1-cook,0,0,0,7,2024-07-21,Rust,1
LimeChain/hedera-ab-rotation-poc-sp1,0,0,0,0,2024-11-14,Rust,1
hamidra/btc-zk,0,0,0,0,2024-09-17,Solidity,1
ultrasoundlabs/sha256-benchmark,0,0,0,0,2024-07-23,Rust,1
0xkanekiken/sp1-bls12-381-pairing,0,0,0,0,2024-04-01,Rust,1
Xand6r/sp1-poc,0,0,0,0,2024-04-25,Rust,1
chiefbiiko/sp1-safe,0,0,0,11,2024-06-05,Solidity,1
semaraugusto/rust-cross,0,0,0,0,2024-05-27,Rust,1
neokry/sp1-bug,0,0,0,0,2024-06-03,Rust,1
esciiee/lc3-sp1-pv,0,1,0,0,2024-02-24,Rust,1
ChinoCribioli/ZK-Benchmark,0,0,0,0,2024-10-04,Rust,1
deltadevsde/prism-sp1-example,0,0,0,0,2024-10-06,Rust,1
greged93/proof-of-exploit,0,0,0,1,2024-08-27,Rust,1
cspr-rad/litmus-zk-sp1,0,1,0,0,2024-11-17,Rust,1
ZhangxiangHu-Ripple/Risc0-XRPL-performance-test,0,0,0,0,2024-08-08,Rust,1
erhant/aligned-vnns,0,0,0,0,2024-10-28,Rust,1
sina-wit/mmr-test,0,0,0,0,2024-10-10,Rust,1
deltadevsde/sp1-local-groth16-verification,0,0,0,0,2024-09-21,Rust,1
0xWOLAND/bn-254-profile,0,0,0,0,2024-08-14,Rust,1
abbas-14/zkp-other-works,0,0,0,0,2024-08-01,Rust,1
femimarket/t24,0,0,0,0,2024-09-26,Rust,1
flyq/sp1_fib,0,0,0,0,2024-04-27,Rust,1
